concurso,data,numero_1,numero_2,numero_3,numero_4,numero_5,numero_6,acumulou,valor_acumulado
1030,2008-12-13,1,8,23,37,54,57,False,0.0
1031,2008-12-17,24,33,40,43,46,49,False,0.0
1032,2008-12-20,15,16,26,29,43,57,False,0.0
1033,2008-12-24,5,6,17,33,39,54,False,0.0
1034,2008-12-27,1,3,18,20,42,49,False,0.0
1035,2008-12-31,1,11,26,51,59,60,False,0.0
1036,2009-01-03,10,27,36,39,41,52,False,0.0
1037,2009-01-07,4,36,44,46,53,56,False,0.0
1038,2009-01-10,6,7,28,35,43,51,False,0.0
1039,2009-01-14,2,20,24,27,36,52,False,0.0
1040,2009-01-17,1,6,28,39,44,55,False,0.0
1041,2009-01-21,10,12,36,44,54,57,False,0.0
1042,2009-01-24,13,18,25,30,46,51,False,0.0
1043,2009-01-28,14,21,25,48,51,60,False,0.0
1044,2009-01-31,10,11,13,35,39,58,False,0.0
1045,2009-02-04,1,5,6,17,31,50,False,0.0
1046,2009-02-07,28,40,42,54,55,57,False,0.0
1047,2009-02-11,1,2,8,10,14,48,False,0.0
1048,2009-02-14,3,16,21,28,38,57,False,0.0
1049,2009-02-18,2,5,17,29,34,52,False,0.0
1050,2009-02-21,14,24,26,33,45,60,False,0.0
1051,2009-02-25,7,10,11,13,43,57,False,0.0
1052,2009-02-28,8,11,15,16,52,57,False,0.0
1053,2009-03-04,15,27,34,42,49,53,False,0.0
1054,2009-03-07,13,14,18,27,41,60,False,0.0
1055,2009-03-11,12,15,16,20,27,32,False,0.0
1056,2009-03-14,6,8,38,50,53,59,False,0.0
1057,2009-03-18,2,3,4,15,49,59,False,0.0
1058,2009-03-21,18,20,24,45,51,57,False,0.0
1059,2009-03-25,1,12,14,16,37,45,False,0.0
1060,2009-03-28,1,3,16,18,41,42,False,0.0
1061,2009-04-01,9,21,23,30,41,56,False,0.0
1062,2009-04-04,2,8,23,33,37,55,False,0.0
1063,2009-04-08,1,22,44,47,49,50,False,0.0
1064,2009-04-11,4,16,19,28,29,49,False,0.0
1065,2009-04-15,7,19,30,39,43,57,False,0.0
1066,2009-04-18,6,10,25,32,43,49,False,0.0
1067,2009-04-22,4,10,14,25,28,56,False,0.0
1068,2009-04-25,25,27,44,47,48,57,False,0.0
1069,2009-04-29,9,17,28,45,49,53,False,0.0
1070,2009-05-02,5,8,16,23,41,53,False,0.0
1071,2009-05-06,5,7,37,43,53,54,False,0.0
1072,2009-05-09,9,18,19,43,47,54,False,0.0
1073,2009-05-13,8,25,32,34,36,44,False,0.0
1074,2009-05-16,3,10,23,29,47,50,False,0.0
1075,2009-05-20,10,12,16,21,39,53,False,0.0
1076,2009-05-23,4,10,19,32,33,42,False,0.0
1077,2009-05-27,5,6,9,11,18,37,False,0.0
1078,2009-05-30,3,6,34,41,43,45,False,0.0
1079,2009-06-03,5,12,24,28,36,37,False,0.0
1080,2009-06-06,11,18,20,34,41,56,False,0.0
1081,2009-06-10,9,16,24,29,52,56,False,0.0
1082,2009-06-13,4,17,38,40,50,55,False,0.0
1083,2009-06-17,10,20,23,28,42,43,False,0.0
1084,2009-06-20,5,20,29,33,40,59,False,0.0
1085,2009-06-24,12,21,39,40,50,55,False,0.0
1086,2009-06-27,2,4,6,10,23,45,False,0.0
1087,2009-07-01,3,20,28,32,36,46,False,0.0
1088,2009-07-04,6,24,31,35,42,57,False,0.0
1089,2009-07-08,2,18,20,32,37,48,False,0.0
1090,2009-07-11,9,20,24,36,40,42,False,0.0
1091,2009-07-15,17,23,24,27,49,56,False,0.0
1092,2009-07-18,1,9,30,33,34,40,False,0.0
1093,2009-07-22,19,23,27,38,41,49,False,0.0
1094,2009-07-25,9,10,21,36,41,48,False,0.0
1095,2009-07-29,10,16,21,23,27,36,False,0.0
1096,2009-08-01,3,13,14,16,41,52,False,0.0
1097,2009-08-05,1,17,21,33,48,56,False,0.0
1098,2009-08-08,11,20,21,30,50,52,False,0.0
1099,2009-08-12,14,31,35,38,44,55,False,0.0
1100,2009-08-15,7,17,18,33,41,42,False,0.0
1101,2009-08-19,6,7,10,12,24,57,False,0.0
1102,2009-08-22,9,11,23,35,46,51,False,0.0
1103,2009-08-26,10,19,28,41,55,56,False,0.0
1104,2009-08-29,2,3,6,35,49,58,False,0.0
1105,2009-09-02,1,15,28,43,50,57,False,0.0
1106,2009-09-05,4,15,43,47,50,60,False,0.0
1107,2009-09-09,3,9,20,36,53,54,False,0.0
1108,2009-09-12,7,9,39,43,44,60,False,0.0
1109,2009-09-16,6,8,11,14,29,52,False,0.0
1110,2009-09-19,6,14,26,28,42,45,False,0.0
1111,2009-09-23,4,9,25,32,33,43,False,0.0
1112,2009-09-26,4,32,34,43,52,58,False,0.0
1113,2009-09-30,3,6,29,36,47,59,False,0.0
1114,2009-10-03,3,15,16,22,25,54,False,0.0
1115,2009-10-07,18,30,37,41,44,50,False,0.0
1116,2009-10-10,4,9,13,17,20,47,False,0.0
1117,2009-10-14,1,6,17,27,35,40,False,0.0
1118,2009-10-17,8,20,21,43,44,55,False,0.0
1119,2009-10-21,10,34,41,44,45,54,False,0.0
1120,2009-10-24,7,35,40,44,50,55,False,0.0
1121,2009-10-28,4,17,18,54,56,59,False,0.0
1122,2009-10-31,26,44,46,49,55,56,False,0.0
1123,2009-11-04,4,14,19,39,45,60,False,0.0
1124,2009-11-07,7,11,16,18,33,49,False,0.0
1125,2009-11-11,3,7,29,33,42,56,False,0.0
1126,2009-11-14,4,31,42,52,57,59,False,0.0
1127,2009-11-18,5,8,14,24,29,30,False,0.0
1128,2009-11-21,8,16,24,39,52,60,False,0.0
1129,2009-11-25,12,17,19,32,47,55,False,0.0
1130,2009-11-28,5,18,23,32,49,54,False,0.0
1131,2009-12-02,1,8,16,34,36,49,False,0.0
1132,2009-12-05,12,27,30,33,52,55,False,0.0
1133,2009-12-09,5,10,16,21,39,58,False,0.0
1134,2009-12-12,9,22,29,36,51,56,False,0.0
1135,2009-12-16,4,5,6,19,23,39,False,0.0
1136,2009-12-19,7,31,32,34,37,43,False,0.0
1137,2009-12-22,19,21,25,28,43,50,False,0.0
1138,2009-12-24,2,4,15,18,25,36,False,0.0
1139,2009-12-26,9,28,31,36,37,42,False,0.0
1140,2009-12-31,10,27,40,46,49,58,False,0.0
1141,2010-01-02,9,37,40,50,58,60,False,0.0
1142,2010-01-06,3,15,26,28,31,58,False,0.0
1143,2010-01-09,3,30,35,44,47,60,False,0.0
1144,2010-01-13,1,10,18,19,44,49,False,0.0
1145,2010-01-16,3,16,19,24,33,60,False,0.0
1146,2010-01-20,6,10,28,33,34,53,False,0.0
1147,2010-01-23,6,23,31,33,39,52,False,0.0
1148,2010-01-27,27,28,29,32,48,55,False,0.0
1149,2010-01-30,7,8,23,36,46,54,False,0.0
1150,2010-02-03,15,17,28,31,35,52,False,0.0
1151,2010-02-06,1,4,14,21,25,51,False,0.0
1152,2010-02-10,14,20,29,36,44,47,False,0.0
1153,2010-02-13,6,17,19,34,46,55,False,0.0
1154,2010-02-17,4,12,14,21,26,28,False,0.0
1155,2010-02-20,20,28,40,41,51,58,False,0.0
1156,2010-02-24,9,24,31,44,48,49,False,0.0
1157,2010-02-27,9,29,41,43,46,49,False,0.0
1158,2010-03-03,23,30,31,54,55,60,False,0.0
1159,2010-03-06,5,6,34,46,53,55,False,0.0
1160,2010-03-10,1,3,5,18,40,48,False,0.0
1161,2010-03-13,4,7,42,47,48,51,False,0.0
1162,2010-03-17,18,22,25,30,31,41,False,0.0
1163,2010-03-20,5,17,31,47,51,53,False,0.0
1164,2010-03-24,6,14,17,26,40,49,False,0.0
1165,2010-03-27,20,40,42,52,54,60,False,0.0
1166,2010-03-31,22,28,30,31,35,54,False,0.0
1167,2010-04-03,20,28,43,51,52,56,False,0.0
1168,2010-04-07,4,5,20,47,53,56,False,0.0
1169,2010-04-10,1,11,14,23,42,48,False,0.0
1170,2010-04-14,11,13,27,34,46,49,False,0.0
1171,2010-04-17,3,10,13,30,41,57,False,0.0
1172,2010-04-20,6,12,28,43,52,56,False,0.0
1173,2010-04-24,5,7,24,25,36,47,False,0.0
1174,2010-04-28,6,7,39,47,51,52,False,0.0
1175,2010-04-30,2,3,12,16,37,47,False,0.0
1176,2010-05-05,11,14,21,30,33,49,False,0.0
1177,2010-05-08,33,38,47,50,52,55,False,0.0
1178,2010-05-12,1,22,30,45,50,53,False,0.0
1179,2010-05-15,5,22,28,47,59,60,False,0.0
1180,2010-05-19,12,30,34,44,57,60,False,0.0
1181,2010-05-22,18,20,26,31,44,45,False,0.0
1182,2010-05-26,2,4,29,52,56,60,False,0.0
1183,2010-05-29,5,10,12,20,29,37,False,0.0
1184,2010-06-02,4,9,23,27,28,30,False,0.0
1185,2010-06-05,2,10,21,35,43,54,False,0.0
1186,2010-06-09,7,8,12,13,15,41,False,0.0
1187,2010-06-12,8,17,19,40,43,49,False,0.0
1188,2010-06-16,9,20,44,52,59,60,False,0.0
1189,2010-06-19,14,21,27,31,35,50,False,0.0
1190,2010-06-23,10,11,19,37,53,56,False,0.0
1191,2010-06-26,3,11,16,22,25,33,False,0.0
1192,2010-06-30,17,20,49,52,57,59,False,0.0
1193,2010-07-03,2,9,12,14,32,54,False,0.0
1194,2010-07-07,6,13,24,41,50,53,False,0.0
1195,2010-07-10,17,20,26,27,55,57,False,0.0
1196,2010-07-14,3,6,19,20,58,60,False,0.0
1197,2010-07-17,36,37,39,49,54,60,False,0.0
1198,2010-07-21,22,29,36,41,48,58,False,0.0
1199,2010-07-24,16,19,23,28,39,58,False,0.0
1200,2010-07-28,3,10,11,39,54,56,False,0.0
1201,2010-07-31,28,32,36,49,55,60,False,0.0
1202,2010-08-04,8,9,11,48,53,60,False,0.0
1203,2010-08-07,7,9,30,33,38,55,False,0.0
1204,2010-08-11,5,10,25,39,43,52,False,0.0
1205,2010-08-14,4,13,14,26,29,35,False,0.0
1206,2010-08-18,2,6,11,36,37,48,False,0.0
1207,2010-08-21,9,11,22,32,35,56,False,0.0
1208,2010-08-25,1,12,20,26,45,54,False,0.0
1209,2010-08-28,5,14,17,30,35,38,False,0.0
1210,2010-09-01,3,7,9,10,31,34,False,0.0
1211,2010-09-04,3,15,31,36,48,54,False,0.0
1212,2010-09-08,2,23,33,35,40,50,False,0.0
1213,2010-09-11,3,11,26,34,45,53,False,0.0
1214,2010-09-15,5,29,30,36,41,48,False,0.0
1215,2010-09-18,10,25,30,47,50,51,False,0.0
1216,2010-09-22,4,7,13,25,27,58,False,0.0
1217,2010-09-25,5,11,15,28,43,50,False,0.0
1218,2010-09-29,10,23,29,31,33,46,False,0.0
1219,2010-10-02,2,33,34,37,41,53,False,0.0
1220,2010-10-06,5,15,43,48,52,55,False,0.0
1221,2010-10-09,5,14,37,43,46,58,False,0.0
1222,2010-10-13,5,8,19,26,48,57,False,0.0
1223,2010-10-16,15,17,35,42,47,48,False,0.0
1224,2010-10-20,19,21,27,41,53,57,False,0.0
1225,2010-10-23,31,32,34,40,50,55,False,0.0
1226,2010-10-27,10,31,40,50,55,56,False,0.0
1227,2010-10-30,4,28,30,31,35,54,False,0.0
1228,2010-11-03,10,23,36,50,52,60,False,0.0
1229,2010-11-06,12,30,32,40,49,60,False,0.0
1230,2010-11-10,9,12,19,22,35,37,False,0.0
1231,2010-11-13,5,20,23,27,39,49,False,0.0
1232,2010-11-17,8,11,12,15,18,22,False,0.0
1233,2010-11-20,22,29,32,49,54,59,False,0.0
1234,2010-11-24,3,5,19,24,30,35,False,0.0
1235,2010-11-27,10,16,20,26,49,55,False,0.0
1236,2010-12-01,3,8,17,20,38,53,False,0.0
1237,2010-12-04,5,18,21,26,39,59,False,0.0
1238,2010-12-08,13,14,24,39,40,45,False,0.0
1239,2010-12-11,1,15,37,39,48,52,False,0.0
1240,2010-12-15,8,9,12,22,42,49,False,0.0
1241,2010-12-18,10,13,25,26,28,45,False,0.0
1242,2010-12-20,11,34,45,48,51,54,False,0.0
1243,2010-12-22,9,19,23,29,32,57,False,0.0
1244,2010-12-24,2,8,15,25,34,45,False,0.0
1245,2010-12-31,2,10,34,37,43,50,False,0.0
1246,2011-01-05,10,37,40,43,57,59,False,0.0
1247,2011-01-08,3,9,11,24,36,51,False,0.0
1248,2011-01-12,20,33,34,57,58,60,False,0.0
1249,2011-01-15,3,8,36,40,51,53,False,0.0
1250,2011-01-19,1,2,24,40,51,59,False,0.0
1251,2011-01-22,5,27,34,46,48,52,False,0.0
1252,2011-01-26,2,14,35,39,49,51,False,0.0
1253,2011-01-29,2,17,23,43,44,51,False,0.0
1254,2011-02-02,7,9,14,18,29,39,False,0.0
1255,2011-02-05,5,23,38,39,51,54,False,0.0
1256,2011-02-09,26,33,35,38,43,53,False,0.0
1257,2011-02-12,2,15,26,27,30,52,False,0.0
1258,2011-02-16,11,26,47,55,57,59,False,0.0
1259,2011-02-19,4,6,39,46,54,58,False,0.0
1260,2011-02-23,19,23,29,31,41,53,False,0.0
1261,2011-02-26,10,14,22,41,42,53,False,0.0
1262,2011-03-02,5,7,8,9,11,39,False,0.0
1263,2011-03-05,4,18,26,36,41,53,False,0.0
1264,2011-03-09,4,17,36,37,51,56,False,0.0
1265,2011-03-12,13,19,24,46,50,60,False,0.0
1266,2011-03-16,6,10,33,39,42,60,False,0.0
1267,2011-03-19,4,20,30,41,47,58,False,0.0
1268,2011-03-23,3,16,17,44,53,60,False,0.0
1269,2011-03-26,4,5,15,17,27,51,False,0.0
1270,2011-03-30,5,9,24,31,33,42,False,0.0
1271,2011-04-02,1,2,39,48,52,59,False,0.0
1272,2011-04-06,13,26,27,28,35,52,False,0.0
1273,2011-04-09,13,19,26,40,58,60,False,0.0
1274,2011-04-13,13,17,21,39,40,59,False,0.0
1275,2011-04-16,2,14,48,55,58,60,False,0.0
1276,2011-04-20,5,9,11,22,36,40,False,0.0
1277,2011-04-23,12,18,31,50,59,60,False,0.0
1278,2011-04-27,4,16,24,25,30,56,False,0.0
1279,2011-04-30,8,14,29,35,36,40,False,0.0
1280,2011-05-04,6,10,16,20,29,54,False,0.0
1281,2011-05-07,8,11,14,30,36,38,False,0.0
1282,2011-05-11,4,23,39,52,55,56,False,0.0
1283,2011-05-14,8,30,40,44,59,60,False,0.0
1284,2011-05-18,20,21,26,29,31,36,False,0.0
1285,2011-05-21,10,15,28,31,33,38,False,0.0
1286,2011-05-25,2,5,28,33,51,52,False,0.0
1287,2011-05-28,11,12,31,33,42,52,False,0.0
1288,2011-06-01,17,30,32,40,42,56,False,0.0
1289,2011-06-04,1,3,8,13,27,52,False,0.0
1290,2011-06-08,2,3,14,23,34,50,False,0.0
1291,2011-06-11,18,40,47,54,57,58,False,0.0
1292,2011-06-15,9,11,23,30,31,54,False,0.0
1293,2011-06-18,1,13,24,40,44,50,False,0.0
1294,2011-06-22,4,6,29,48,50,51,False,0.0
1295,2011-06-25,2,5,15,20,43,57,False,0.0
1296,2011-06-29,10,14,43,46,49,53,False,0.0
1297,2011-07-02,2,5,11,13,56,59,False,0.0
1298,2011-07-06,14,15,30,53,55,60,False,0.0
1299,2011-07-09,8,22,32,43,53,56,False,0.0
1300,2011-07-13,43,44,46,53,54,59,False,0.0
1301,2011-07-16,3,16,23,25,51,56,False,0.0
1302,2011-07-20,2,10,15,44,56,57,False,0.0
1303,2011-07-23,8,19,46,51,52,54,False,0.0
1304,2011-07-27,7,14,15,20,23,35,False,0.0
1305,2011-07-30,3,5,11,36,44,46,False,0.0
1306,2011-08-03,6,19,22,34,43,45,False,0.0
1307,2011-08-06,7,10,32,43,47,54,False,0.0
1308,2011-08-09,7,8,24,30,33,47,False,0.0
1309,2011-08-11,7,12,25,26,32,39,False,0.0
1310,2011-08-13,8,9,14,32,53,59,False,0.0
1311,2011-08-17,7,9,12,19,45,54,False,0.0
1312,2011-08-20,5,20,22,28,29,30,False,0.0
1313,2011-08-24,1,4,26,39,43,49,False,0.0
1314,2011-08-27,38,42,44,52,58,60,False,0.0
1315,2011-08-31,1,27,29,38,50,52,False,0.0
1316,2011-09-03,8,13,25,34,42,48,False,0.0
1317,2011-09-08,6,13,29,30,35,37,False,0.0
1318,2011-09-10,11,14,16,28,34,46,False,0.0
1319,2011-09-14,4,5,16,18,27,51,False,0.0
1320,2011-09-17,17,24,25,38,41,55,False,0.0
1321,2011-09-21,10,47,51,53,59,60,False,0.0
1322,2011-09-24,10,21,43,47,53,55,False,0.0
1323,2011-09-28,6,15,25,37,48,55,False,0.0
1324,2011-10-01,18,29,31,44,51,57,False,0.0
1325,2011-10-05,2,5,16,20,35,43,False,0.0
1326,2011-10-08,10,11,18,19,30,50,False,0.0
1327,2011-10-13,16,35,36,41,52,54,False,0.0
1328,2011-10-15,10,23,27,43,53,59,False,0.0
1329,2011-10-19,7,8,11,39,43,50,False,0.0
1330,2011-10-22,8,18,21,30,48,49,False,0.0
1331,2011-10-26,9,24,26,39,46,57,False,0.0
1332,2011-10-29,3,5,13,24,35,59,False,0.0
1333,2011-11-03,25,26,28,33,42,51,False,0.0
1334,2011-11-05,1,6,8,10,25,27,False,0.0
1335,2011-11-09,3,14,20,22,49,51,False,0.0
1336,2011-11-12,1,32,38,47,51,54,False,0.0
1337,2011-11-16,2,20,35,38,45,51,False,0.0
1338,2011-11-19,1,18,19,33,43,60,False,0.0
1339,2011-11-23,7,10,14,16,54,59,False,0.0
1340,2011-11-26,13,21,30,36,59,60,False,0.0
1341,2011-11-30,1,11,20,37,40,52,False,0.0
1342,2011-12-03,5,7,42,46,50,60,False,0.0
1343,2011-12-07,19,20,31,42,51,56,False,0.0
1344,2011-12-10,8,19,21,36,42,59,False,0.0
1345,2011-12-14,7,17,19,26,40,50,False,0.0
1346,2011-12-17,12,32,40,47,48,59,False,0.0
1347,2011-12-20,9,19,45,46,54,56,False,0.0
1348,2011-12-22,7,12,38,39,45,56,False,0.0
1349,2011-12-24,9,19,20,50,51,60,False,0.0
1350,2011-12-31,3,4,29,36,45,55,False,0.0
1351,2012-01-04,13,33,36,41,50,56,False,0.0
1352,2012-01-07,9,18,24,35,36,59,False,0.0
1353,2012-01-11,3,11,13,27,32,47,False,0.0
1354,2012-01-14,2,8,38,42,48,49,False,0.0
1355,2012-01-18,11,17,24,39,46,49,False,0.0
1356,2012-01-21,6,13,21,22,31,46,False,0.0
1357,2012-01-25,1,19,24,26,52,55,False,0.0
1358,2012-01-28,3,15,16,35,37,47,False,0.0
1359,2012-02-01,6,10,12,17,28,53,False,0.0
1360,2012-02-04,2,16,17,25,50,54,False,0.0
1361,2012-02-08,23,27,30,37,38,44,False,0.0
1362,2012-02-11,2,12,19,22,36,58,False,0.0
1363,2012-02-15,25,35,42,45,52,57,False,0.0
1364,2012-02-18,10,13,20,40,44,53,False,0.0
1365,2012-02-22,2,24,26,32,35,50,False,0.0
1366,2012-02-25,12,27,37,44,54,59,False,0.0
1367,2012-03-01,2,7,13,29,38,43,False,0.0
1368,2012-03-03,10,21,26,29,32,38,False,0.0
1369,2012-03-07,5,16,24,32,38,46,False,0.0
1370,2012-03-10,2,4,5,27,49,59,False,0.0
1371,2012-03-14,3,4,8,11,47,49,False,0.0
1372,2012-03-17,3,36,40,46,58,60,False,0.0
1373,2012-03-21,7,27,39,52,55,57,False,0.0
1374,2012-03-24,6,21,28,31,33,43,False,0.0
1375,2012-03-28,14,25,28,45,53,58,False,0.0
1376,2012-03-31,9,11,21,49,53,54,False,0.0
1377,2012-04-04,2,5,12,13,25,35,False,0.0
1378,2012-04-07,2,5,17,18,54,59,False,0.0
1379,2012-04-11,5,12,36,45,50,58,False,0.0
1380,2012-04-14,3,14,52,55,57,60,False,0.0
1381,2012-04-18,11,27,30,40,44,57,False,0.0
1382,2012-04-20,5,13,16,17,27,55,False,0.0
1383,2012-04-25,7,9,23,44,46,55,False,0.0
1384,2012-04-28,2,18,30,31,45,56,False,0.0
1385,2012-05-02,27,35,36,37,42,59,False,0.0
1386,2012-05-05,12,28,38,39,51,56,False,0.0
1387,2012-05-09,18,27,32,43,50,52,False,0.0
1388,2012-05-12,22,29,31,43,50,54,False,0.0
1389,2012-05-16,1,16,28,39,44,57,False,0.0
1390,2012-05-19,4,19,27,28,29,31,False,0.0
1391,2012-05-23,7,12,19,34,40,53,False,0.0
1392,2012-05-26,2,8,12,28,33,43,False,0.0
1393,2012-05-30,4,18,24,28,39,44,False,0.0
1394,2012-06-02,11,16,24,35,46,50,False,0.0
1395,2012-06-06,5,11,17,19,44,48,False,0.0
1396,2012-06-09,29,48,52,54,55,58,False,0.0
1397,2012-06-13,3,4,7,15,27,56,False,0.0
1398,2012-06-16,14,32,33,40,42,51,False,0.0
1399,2012-06-20,34,39,43,56,57,60,False,0.0
1400,2012-06-23,9,26,34,43,53,54,False,0.0
1401,2012-06-27,11,12,25,33,48,54,False,0.0
1402,2012-06-30,2,9,10,21,27,38,False,0.0
1403,2012-07-04,13,16,20,26,39,42,False,0.0
1404,2012-07-07,7,8,27,31,32,51,False,0.0
1405,2012-07-11,3,14,17,32,37,39,False,0.0
1406,2012-07-14,7,10,17,24,38,57,False,0.0
1407,2012-07-18,18,29,31,42,43,53,False,0.0
1408,2012-07-21,4,19,20,24,39,43,False,0.0
1409,2012-07-25,6,19,26,47,50,58,False,0.0
1410,2012-07-28,18,29,40,42,50,54,False,0.0
1411,2012-08-01,8,12,32,44,46,48,False,0.0
1412,2012-08-04,6,8,24,37,41,45,False,0.0
1413,2012-08-07,13,15,33,45,54,55,False,0.0
1414,2012-08-09,21,37,44,46,49,57,False,0.0
1415,2012-08-11,26,36,40,46,49,51,False,0.0
1416,2012-08-15,3,19,22,24,35,49,False,0.0
1417,2012-08-18,5,12,45,52,56,59,False,0.0
1418,2012-08-22,7,8,10,12,27,56,False,0.0
1419,2012-08-25,17,21,30,48,52,58,False,0.0
1420,2012-08-29,2,11,16,18,36,45,False,0.0
1421,2012-09-01,19,31,39,44,53,59,False,0.0
1422,2012-09-05,2,5,13,17,39,44,False,0.0
1423,2012-09-08,3,8,21,25,27,43,False,0.0
1424,2012-09-12,3,7,15,29,38,60,False,0.0
1425,2012-09-15,7,16,29,36,38,50,False,0.0
1426,2012-09-19,6,15,18,24,30,44,False,0.0
1427,2012-09-22,8,39,44,47,53,56,False,0.0
1428,2012-09-26,7,15,19,34,37,55,False,0.0
1429,2012-09-29,9,12,22,39,48,60,False,0.0
1430,2012-10-03,2,19,22,30,46,52,False,0.0
1431,2012-10-06,5,9,13,33,40,54,False,0.0
1432,2012-10-10,16,24,25,42,45,59,False,0.0
1433,2012-10-13,4,13,14,40,46,52,False,0.0
1434,2012-10-17,3,18,22,34,55,58,False,0.0
1435,2012-10-20,4,15,45,47,50,52,False,0.0
1436,2012-10-24,1,13,23,24,30,57,False,0.0
1437,2012-10-27,22,23,26,37,38,48,False,0.0
1438,2012-10-31,7,14,31,33,36,49,False,0.0
1439,2012-11-03,2,34,35,42,43,55,False,0.0
1440,2012-11-07,2,6,28,36,51,56,False,0.0
1441,2012-11-10,17,29,36,38,53,56,False,0.0
1442,2012-11-14,12,13,20,30,34,49,False,0.0
1443,2012-11-17,12,20,32,48,52,54,False,0.0
1444,2012-11-21,2,5,27,28,48,55,False,0.0
1445,2012-11-24,5,19,32,41,49,58,False,0.0
1446,2012-11-28,6,13,24,32,40,51,False,0.0
1447,2012-12-01,1,19,28,33,39,41,False,0.0
1448,2012-12-05,1,25,29,36,56,60,False,0.0
1449,2012-12-08,2,6,18,30,52,56,False,0.0
1450,2012-12-12,26,27,31,38,44,45,False,0.0
1451,2012-12-15,2,10,11,33,52,57,False,0.0
1452,2012-12-18,2,14,28,50,57,58,False,0.0
1453,2012-12-20,6,13,25,32,47,57,False,0.0
1454,2012-12-22,4,27,29,41,48,52,False,0.0
1455,2012-12-31,14,32,33,36,41,52,False,0.0
1456,2013-01-02,6,8,14,26,36,40,False,0.0
1457,2013-01-05,15,16,34,42,46,59,False,0.0
1458,2013-01-09,2,4,16,33,44,51,False,0.0
1459,2013-01-12,2,6,30,34,35,52,False,0.0
1460,2013-01-16,4,14,27,38,50,52,False,0.0
1461,2013-01-19,31,36,44,47,49,54,False,0.0
1462,2013-01-23,5,9,25,27,38,40,False,0.0
1463,2013-01-26,13,22,28,29,40,48,False,0.0
1464,2013-01-30,2,24,32,50,54,59,False,0.0
1465,2013-02-02,6,11,16,26,44,53,False,0.0
1466,2013-02-06,4,6,13,34,37,51,False,0.0
1467,2013-02-09,23,24,26,41,52,53,False,0.0
1468,2013-02-13,1,2,10,19,20,37,False,0.0
1469,2013-02-16,4,13,35,54,56,58,False,0.0
1470,2013-02-20,2,34,36,38,51,55,False,0.0
1471,2013-02-23,10,25,33,36,40,58,False,0.0
1472,2013-02-27,12,18,23,25,45,50,False,0.0
1473,2013-03-02,2,12,33,57,58,60,False,0.0
1474,2013-03-06,1,2,3,11,28,43,False,0.0
1475,2013-03-09,12,13,37,44,48,51,False,0.0
1476,2013-03-13,4,10,26,37,47,57,False,0.0
1477,2013-03-16,3,4,46,50,56,59,False,0.0
1478,2013-03-20,10,27,37,40,47,55,False,0.0
1479,2013-03-23,21,48,50,54,57,60,False,0.0
1480,2013-03-27,9,14,21,26,36,52,False,0.0
1481,2013-03-30,17,27,28,40,44,55,False,0.0
1482,2013-04-03,6,9,11,34,41,53,False,0.0
1483,2013-04-06,1,35,39,53,55,56,False,0.0
1484,2013-04-10,17,20,24,29,49,53,False,0.0
1485,2013-04-13,4,27,30,36,54,59,False,0.0
1486,2013-04-17,1,6,10,34,40,54,False,0.0
1487,2013-04-20,4,9,17,23,28,53,False,0.0
1488,2013-04-24,4,22,25,38,45,51,False,0.0
1489,2013-04-27,1,15,24,26,28,48,False,0.0
1490,2013-05-02,1,3,31,32,43,52,False,0.0
1491,2013-05-04,6,26,45,50,56,60,False,0.0
1492,2013-05-08,4,9,18,44,46,48,False,0.0
1493,2013-05-11,7,12,24,27,30,49,False,0.0
1494,2013-05-15,2,14,24,28,35,50,False,0.0
1495,2013-05-18,4,13,14,44,49,57,False,0.0
1496,2013-05-22,14,18,28,41,47,54,False,0.0
1497,2013-05-25,4,5,7,27,45,58,False,0.0
1498,2013-05-29,6,11,27,40,46,49,False,0.0
1499,2013-06-01,8,22,26,33,37,54,False,0.0
1500,2013-06-05,10,18,31,43,57,59,False,0.0
1501,2013-06-08,1,7,13,29,37,54,False,0.0
1502,2013-06-12,6,22,43,51,52,57,False,0.0
1503,2013-06-15,3,4,16,22,36,42,False,0.0
1504,2013-06-19,2,10,12,30,41,42,False,0.0
1505,2013-06-22,1,2,6,9,16,32,False,0.0
1506,2013-06-26,3,14,18,34,42,49,False,0.0
1507,2013-06-29,24,46,50,51,52,56,False,0.0
1508,2013-07-03,17,18,30,35,39,58,False,0.0
1509,2013-07-06,1,6,27,46,51,59,False,0.0
1510,2013-07-10,1,8,17,44,46,53,False,0.0
1511,2013-07-13,4,8,17,29,31,45,False,0.0
1512,2013-07-17,11,28,35,42,46,58,False,0.0
1513,2013-07-20,17,28,31,56,57,58,False,0.0
1514,2013-07-24,16,17,23,42,59,60,False,0.0
1515,2013-07-27,4,13,14,18,49,59,False,0.0
1516,2013-07-31,4,18,20,34,45,60,False,0.0
1517,2013-08-03,7,17,38,45,52,56,False,0.0
1518,2013-08-06,8,9,28,41,48,55,False,0.0
1519,2013-08-08,5,6,15,23,56,59,False,0.0
1520,2013-08-10,7,31,35,36,46,48,False,0.0
1521,2013-08-14,11,14,18,30,33,39,False,0.0
1522,2013-08-17,5,8,23,32,33,56,False,0.0
1523,2013-08-21,22,25,31,39,41,44,False,0.0
1524,2013-08-24,2,12,40,46,52,53,False,0.0
1525,2013-08-28,2,26,30,35,46,54,False,0.0
1526,2013-08-31,10,16,28,47,51,59,False,0.0
1527,2013-09-04,16,32,36,42,44,48,True,2519473.73
